,NEWSUID,SCID,PROP,CLAF,PRID,Drain,DrainNum,Layer,TopDep,BotDep,CFRAG,CFRAG_std,SDTO,SDTO_std,STPC,STPC_std,CLPC,CLPC_std,PSCL,BULK,BULK_std,TAWC,TAWC_std,ORGC,ORGC_std,TOTN,TOTN_std,CNrt,CNrt_std,CECS,CECS_std,CECc,CECc_std,ECEC,ECEC_std,TEB,TEB_std,BSAT,BSAT_std,ALSA,ALSA_std,ESP,ESP_std,PHAQ,PHAQ_std,TCEQ,TCEQ_std,GYPS,GYPS_std,ELCO,ELCO_std,clay,STPCw,SDTOw,clayw,ORGCw,theta1500t,theta1500,SMW,theta33t,theta33,SMFCF,SAR,log10-k,K0,SOPE,KSUB,center,code_soil
232961,WD30004601,2,20,"""PLd""","""PLd/C""","""I""",3,"""D1""",0,20,15,1.00E+01,51,2.30E+01,35,1.90E+01,14,9.00E+00,"""M""",1.45E+00,1.30E-01,18,5.00E+00,20.1299992,1.35E+01,1.40E+00,1.16E+00,1.70E+01,9.00E+00,12,8.00E+00,33,3.10E+01,3.00E+00,2.00E+00,2.00E+00,1.00E+00,18,1.80E+01,11,1.00E+01,2,1.00E+00,4.70E+00,7.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,14,0.35,0.51,0.14,0.020129999,0.091930675,0.084800969,0.084800969,0.230769736,0.197787598,0.197787598,2.246558284,0.160281329,1.446376408,135.709152,91.29524771,"[-79.19583373655, 33.94583297360311]",4601
240225,WD30004601,4,10,"""PTd""","""PTd/C""","""M""",4,"""D1""",0,20,21,1.90E+01,52,2.50E+01,27,1.70E+01,21,1.60E+01,"""M""",1.34E+00,2.70E-01,10,3.00E+00,9.39000034,4.90E+00,9.60E-01,5.60E-01,1.10E+01,4.00E+00,6,3.00E+00,15,1.10E+01,4.00E+00,3.00E+00,3.00E+00,2.00E+00,48,2.30E+01,33,2.90E+01,2,1.00E+00,5.20E+00,7.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,21,0.27,0.52,0.21,0.00939,0.128270719,0.12622862,0.12622862,0.258867746,0.233028259,0.233028259,2.246558284,-0.152124262,0.704491468,136.050528,91.52490065,"[-79.19583373655, 33.94583297360311]",4601
757,WD30004602,1,60,"""ACg""","""ACg/C""","""I""",3,"""D1""",0,20,2,1.00E+00,57,2.50E+01,28,1.60E+01,15,1.30E+01,"""M""",1.53E+00,1.20E-01,18,7.00E+00,18.5100002,1.02E+01,1.14E+00,6.50E-01,1.80E+01,7.00E+00,7,3.00E+00,18,8.00E+00,5.00E+00,2.00E+00,4.00E+00,3.00E+00,51,3.50E+01,21,2.00E+01,1,0.00E+00,5.20E+00,8.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,15,0.28,0.57,0.15,0.01851,0.096311719,0.08979536,0.08979536,0.224017949,0.189621361,0.189621361,1.539051532,0.132610935,1.357097138,148.25472,99.73499345,"[-75.49583375135, 38.74583295440311]",4602
4801,WD30004602,3,10,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-75.49583375135, 38.74583295440311]",4602
89235,WD30004602,2,30,"""FLe""","""FLe/C""","""M""",4,"""D1""",0,20,2,1.00E+00,37,2.70E+01,42,2.10E+01,21,1.40E+01,"""M""",1.42E+00,2.10E-01,19,8.00E+00,10.5,4.99E+00,1.13E+00,5.40E-01,1.00E+01,2.00E+00,17,9.00E+00,62,2.80E+01,1.80E+01,9.00E+00,1.70E+01,9.00E+00,87,1.40E+01,0,0.00E+00,2,2.00E+00,6.80E+00,9.00E-01,6.00E+01,7.20E+01,6.00E+00,7.00E+00,2,1.60E+00,21,0.42,0.37,0.21,0.0105,0.12972736,0.12788919,0.12788919,0.282279675,0.263938845,0.263938845,2.246558284,-0.167741386,0.679608206,104.046528,69.99493702,"[-75.49583375135, 38.74583295440311]",4602
7959,WD30004603,1,60,"""ACu""","""ACu/C""","""M""",4,"""D1""",0,20,2,2.00E+00,35,2.00E+01,34,1.30E+01,31,1.30E+01,"""M""",1.28E+00,2.50E-01,15,5.00E+00,30.2900009,1.68E+01,2.25E+00,1.11E+00,1.30E+01,3.00E+00,18,6.00E+00,22,1.00E+01,8.00E+00,4.00E+00,5.00E+00,4.00E+00,37,1.70E+01,16,1.40E+01,1,0.00E+00,5.10E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,31,0.34,0.35,0.31,0.030290001,0.181060679,0.186409174,0.186409174,0.320785272,0.317836374,0.317836374,1.539051532,-0.600933777,0.250649143,97.219008,65.40187811,"[-123.37083355985, 43.82916626740311]",4603
70696,WD30004603,3,20,"""CMu""","""CMu/C""","""M""",4,"""D1""",0,20,17,1.50E+01,44,2.20E+01,34,1.50E+01,22,1.50E+01,"""M""",9.90E-01,2.10E-01,16,6.00E+00,59.2299995,3.70E+01,3.69E+00,1.85E+00,1.50E+01,4.00E+00,27,1.30E+01,48,3.00E+01,1.20E+01,6.00E+00,7.00E+00,5.00E+00,29,2.40E+01,40,3.20E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,5.00E-01,22,0.34,0.44,0.22,0.05923,0.134478688,0.133305705,0.133305705,0.275669671,0.255069218,0.255069218,1.539051532,-0.198409479,0.633272342,118.725696,79.87001367,"[-123.37083355985, 43.82916626740311]",4603
227994,WD30004603,2,20,"""PHh""","""PHh/C""","""W""",5,"""D1""",0,20,18,1.30E+01,36,2.30E+01,35,1.60E+01,29,1.70E+01,"""M""",1.38E+00,2.20E-01,17,7.00E+00,19.9300003,8.91E+00,1.95E+00,9.00E-01,1.10E+01,2.00E+00,23,1.30E+01,57,2.50E+01,1.50E+01,9.00E+00,1.40E+01,7.00E+00,80,1.80E+01,0,0.00E+00,2,1.00E+00,6.30E+00,8.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,3.00E-01,29,0.35,0.36,0.29,0.01993,0.170769518,0.17467725,0.17467725,0.312485027,0.305896589,0.305896589,2.246558284,-0.520980881,0.301313867,99.864672,67.18168844,"[-123.37083355985, 43.82916626740311]",4603
4798,WD30004604,1,100,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-85.72916704375, 34.24583297240311]",4604
4788,WD30004605,1,100,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-81.53750039385, 35.69583296660311]",4605
4787,WD30004606,1,60,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-85.92916704295, 37.27083296030311]",4606
51242,WD30004606,3,20,"""CMd""","""CMd/C""","""W""",5,"""D1""",0,20,17,1.50E+01,44,2.10E+01,36,1.60E+01,20,1.20E+01,"""M""",1.25E+00,2.30E-01,18,6.00E+00,26.4400005,1.92E+01,2.32E+00,1.54E+00,1.30E+01,4.00E+00,18,1.00E+01,31,1.80E+01,9.00E+00,5.00E+00,6.00E+00,5.00E+00,37,2.40E+01,27,2.30E+01,1,0.00E+00,5.20E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,5.00E-01,20,0.36,0.44,0.2,0.026440001,0.123972064,0.121328153,0.121328153,0.267553866,0.244332366,0.244332366,1.539051532,-0.108023638,0.779787666,119.23776,80.21449309,"[-85.92916704295, 37.27083296030311]",4606
172110,WD30004606,2,20,"""LPq""","""LPq/C""","""E""",7,"""D1""",0,20,22,1.30E+01,51,2.20E+01,29,1.50E+01,20,1.30E+01,"""M""",1.37E+00,2.20E-01,19,5.00E+00,31.6299992,3.39E+01,1.50E+00,1.40E+00,1.20E+01,4.00E+00,16,1.00E+01,35,2.00E+01,2.00E+01,1.20E+01,1.00E+01,9.00E+00,64,4.00E+01,0,0.00E+00,3,2.00E+00,6.70E+00,1.30E+00,0.00E+00,0.00E+00,3.00E+00,6.00E+00,1,1.00E+00,20,0.29,0.51,0.2,0.031629999,0.123284198,0.120543986,0.120543986,0.256367916,0.229810859,0.229810859,2.968652804,-0.118392711,0.761390212,134.17296,90.26180945,"[-85.92916704295, 37.27083296030311]",4606
766,WD30004607,2,10,"""ACg""","""ACg/C""","""I""",3,"""D1""",0,20,2,1.00E+00,57,2.50E+01,28,1.60E+01,15,1.30E+01,"""M""",1.53E+00,1.20E-01,18,7.00E+00,18.5100002,1.02E+01,1.14E+00,6.50E-01,1.80E+01,7.00E+00,7,3.00E+00,18,8.00E+00,5.00E+00,2.00E+00,4.00E+00,3.00E+00,51,3.50E+01,21,2.00E+01,1,0.00E+00,5.20E+00,8.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,15,0.28,0.57,0.15,0.01851,0.096311719,0.08979536,0.08979536,0.224017949,0.189621361,0.189621361,1.539051532,0.132610935,1.357097138,148.25472,99.73499345,"[-84.19583371655, 34.14583297280311]",4607
4793,WD30004607,1,90,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-84.19583371655, 34.14583297280311]",4607
4757,WD30004608,1,80,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-80.87083372985, 35.79583296620311]",4608
80306,WD30004608,3,10,"""FL""","""FL/C""","""M""",4,"""D1""",0,20,3,3.00E+00,36,2.50E+01,41,1.90E+01,23,1.50E+01,"""M""",1.41E+00,2.00E-01,19,7.00E+00,10.4399996,5.40E+00,1.13E+00,5.60E-01,1.00E+01,2.00E+00,17,9.00E+00,56,2.60E+01,2.20E+01,1.40E+01,2.00E+01,1.40E+01,86,1.80E+01,0,0.00E+00,2,2.00E+00,7.20E+00,1.00E+00,1.28E+02,1.37E+02,6.00E+00,7.00E+00,2,1.60E+00,23,0.41,0.36,0.23,0.01044,0.140050616,0.139657703,0.139657703,0.290988158,0.275795468,0.275795468,2.246558284,-0.256744709,0.55367548,101.400864,68.21512669,"[-80.87083372985, 35.79583296620311]",4608
216456,WD30004608,2,10,"""NTh""","""NTh/C""","""W""",5,"""D1""",0,20,10,8.00E+00,26,2.00E+01,29,1.80E+01,45,2.00E+01,"""F""",1.36E+00,2.10E-01,14,4.00E+00,18.2600002,9.50E+00,1.83E+00,5.90E-01,1.00E+01,3.00E+00,16,7.00E+00,22,9.00E+00,9.00E+00,5.00E+00,8.00E+00,5.00E+00,61,2.20E+01,17,1.60E+01,2,1.00E+00,5.50E+00,6.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,45,0.29,0.26,0.45,0.01826,0.251892477,0.267157424,0.267157424,0.374381487,0.399190012,0.399190012,2.246558284,-1.220768595,0.060149415,74.43216,50.072544,"[-80.87083372985, 35.79583296620311]",4608
7855,WD40004609,1,90,"""ACh""","""ACh/D""","""M""",4,"""D1""",0,20,12,9.00E+00,26,1.60E+01,52,1.30E+01,22,8.00E+00,"""M""",1.42E+00,1.70E-01,17,5.00E+00,23.1700001,1.44E+01,3.16E+00,2.20E+00,1.20E+01,5.00E+00,10,4.00E+00,18,8.00E+00,8.00E+00,4.00E+00,6.00E+00,4.00E+00,42,3.20E+01,23,2.50E+01,1,1.00E+00,4.90E+00,8.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,22,0.52,0.26,0.22,0.02317,0.135892475,0.134917421,0.134917421,0.302647785,0.291974774,0.291974774,1.539051532,-0.214262292,0.610573158,80.320896,54.03405731,"[-79.70416706785, 40.60416628030311]",4609
53113,WD40004609,2,10,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-79.70416706785, 40.60416628030311]",4609
4754,WD30004610,1,40,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-92.87916701515, 35.837499632703114]",4610
11121,WD30004610,4,20,"""ACf""","""ACf/C""","""W""",5,"""D1""",0,20,3,3.00E+00,50,2.30E+01,24,1.60E+01,26,1.60E+01,"""M""",1.52E+00,1.50E-01,13,4.00E+00,12.0900002,5.36E+00,9.50E-01,4.00E-01,1.40E+01,3.00E+00,7,4.00E+00,12,8.00E+00,4.00E+00,2.00E+00,2.00E+00,1.00E+00,43,2.60E+01,21,1.60E+01,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,26,0.24,0.5,0.26,0.01209,0.154521901,0.156154967,0.156154967,0.283044388,0.26497221,0.26497221,1.539051532,-0.369586888,0.426985485,130.503168,87.79304029,"[-92.87916701515, 35.837499632703114]",4610
172109,WD30004610,3,20,"""LPq""","""LPq/C""","""E""",7,"""D1""",0,20,22,1.30E+01,51,2.20E+01,29,1.50E+01,20,1.30E+01,"""M""",1.37E+00,2.20E-01,19,5.00E+00,31.6299992,3.39E+01,1.50E+00,1.40E+00,1.20E+01,4.00E+00,16,1.00E+01,35,2.00E+01,2.00E+01,1.20E+01,1.00E+01,9.00E+00,64,4.00E+01,0,0.00E+00,3,2.00E+00,6.70E+00,1.30E+00,0.00E+00,0.00E+00,3.00E+00,6.00E+00,1,1.00E+00,20,0.29,0.51,0.2,0.031629999,0.123284198,0.120543986,0.120543986,0.256367916,0.229810859,0.229810859,2.968652804,-0.118392711,0.761390212,134.17296,90.26180945,"[-92.87916701515, 35.837499632703114]",4610
190793,WD30004610,2,20,"""LVh""","""LVh/C""","""W""",5,"""D1""",0,20,11,1.00E+01,41,2.50E+01,42,2.10E+01,17,1.00E+01,"""M""",1.50E+00,1.60E-01,16,5.00E+00,15.1000004,9.18E+00,1.33E+00,8.00E-01,1.20E+01,4.00E+00,13,7.00E+00,45,1.70E+01,1.00E+01,6.00E+00,9.00E+00,6.00E+00,75,2.00E+01,12,1.20E+01,1,1.00E+00,5.90E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,17,0.42,0.41,0.17,0.0151,0.108777784,0.104006674,0.104006674,0.260878337,0.23562762,0.23562762,1.539051532,0.022061174,1.052110062,113.605056,76.42521949,"[-92.87916701515, 35.837499632703114]",4610
4781,WD30004611,1,40,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-94.85416700725, 34.71249963720311]",4611
11117,WD30004611,4,20,"""ACf""","""ACf/C""","""W""",5,"""D1""",0,20,3,3.00E+00,50,2.30E+01,24,1.60E+01,26,1.60E+01,"""M""",1.52E+00,1.50E-01,13,4.00E+00,12.0900002,5.36E+00,9.50E-01,4.00E-01,1.40E+01,3.00E+00,7,4.00E+00,12,8.00E+00,4.00E+00,2.00E+00,2.00E+00,1.00E+00,43,2.60E+01,21,1.60E+01,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,26,0.24,0.5,0.26,0.01209,0.154521901,0.156154967,0.156154967,0.283044388,0.26497221,0.26497221,1.539051532,-0.369586888,0.426985485,130.503168,87.79304029,"[-94.85416700725, 34.71249963720311]",4611
51229,WD30004611,3,20,"""CMd""","""CMd/C""","""W""",5,"""D1""",0,20,17,1.50E+01,44,2.10E+01,36,1.60E+01,20,1.20E+01,"""M""",1.25E+00,2.30E-01,18,6.00E+00,26.4400005,1.92E+01,2.32E+00,1.54E+00,1.30E+01,4.00E+00,18,1.00E+01,31,1.80E+01,9.00E+00,5.00E+00,6.00E+00,5.00E+00,37,2.40E+01,27,2.30E+01,1,0.00E+00,5.20E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,5.00E-01,20,0.36,0.44,0.2,0.026440001,0.123972064,0.121328153,0.121328153,0.267553866,0.244332366,0.244332366,1.539051532,-0.108023638,0.779787666,119.23776,80.21449309,"[-94.85416700725, 34.71249963720311]",4611
190794,WD30004611,2,20,"""LVh""","""LVh/C""","""W""",5,"""D1""",0,20,11,1.00E+01,41,2.50E+01,42,2.10E+01,17,1.00E+01,"""M""",1.50E+00,1.60E-01,16,5.00E+00,15.1000004,9.18E+00,1.33E+00,8.00E-01,1.20E+01,4.00E+00,13,7.00E+00,45,1.70E+01,1.00E+01,6.00E+00,9.00E+00,6.00E+00,75,2.00E+01,12,1.20E+01,1,1.00E+00,5.90E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,17,0.42,0.41,0.17,0.0151,0.108777784,0.104006674,0.104006674,0.260878337,0.23562762,0.23562762,1.539051532,0.022061174,1.052110062,113.605056,76.42521949,"[-94.85416700725, 34.71249963720311]",4611
773,WD30004612,2,30,"""ACg""","""ACg/C""","""I""",3,"""D1""",0,20,2,1.00E+00,57,2.50E+01,28,1.60E+01,15,1.30E+01,"""M""",1.53E+00,1.20E-01,18,7.00E+00,18.5100002,1.02E+01,1.14E+00,6.50E-01,1.80E+01,7.00E+00,7,3.00E+00,18,8.00E+00,5.00E+00,2.00E+00,4.00E+00,3.00E+00,51,3.50E+01,21,2.00E+01,1,0.00E+00,5.20E+00,8.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,15,0.28,0.57,0.15,0.01851,0.096311719,0.08979536,0.08979536,0.224017949,0.189621361,0.189621361,1.539051532,0.132610935,1.357097138,148.25472,99.73499345,"[-75.57083375105, 39.28749961890311]",4612
4767,WD30004612,1,70,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-75.57083375105, 39.28749961890311]",4612
4765,WD30004613,1,60,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-123.17916689395001, 42.87916627120311]",4613
70679,WD30004613,3,10,"""CMu""","""CMu/C""","""M""",4,"""D1""",0,20,17,1.50E+01,44,2.20E+01,34,1.50E+01,22,1.50E+01,"""M""",9.90E-01,2.10E-01,16,6.00E+00,59.2299995,3.70E+01,3.69E+00,1.85E+00,1.50E+01,4.00E+00,27,1.30E+01,48,3.00E+01,1.20E+01,6.00E+00,7.00E+00,5.00E+00,29,2.40E+01,40,3.20E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,5.00E-01,22,0.34,0.44,0.22,0.05923,0.134478688,0.133305705,0.133305705,0.275669671,0.255069218,0.255069218,1.539051532,-0.198409479,0.633272342,118.725696,79.87001367,"[-123.17916689395001, 42.87916627120311]",4613
228042,WD30004613,2,30,"""PHh""","""PHh/C""","""W""",5,"""D1""",0,20,18,1.30E+01,36,2.30E+01,35,1.60E+01,29,1.70E+01,"""M""",1.38E+00,2.20E-01,17,7.00E+00,19.9300003,8.91E+00,1.95E+00,9.00E-01,1.10E+01,2.00E+00,23,1.30E+01,57,2.50E+01,1.50E+01,9.00E+00,1.40E+01,7.00E+00,80,1.80E+01,0,0.00E+00,2,1.00E+00,6.30E+00,8.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,3.00E-01,29,0.35,0.36,0.29,0.01993,0.170769518,0.17467725,0.17467725,0.312485027,0.305896589,0.305896589,2.246558284,-0.520980881,0.301313867,99.864672,67.18168844,"[-123.17916689395001, 42.87916627120311]",4613
4493,WD30004614,1,60,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-77.32083374405, 37.77916629160311]",4614
11105,WD30004614,2,30,"""ACf""","""ACf/C""","""W""",5,"""D1""",0,20,3,3.00E+00,50,2.30E+01,24,1.60E+01,26,1.60E+01,"""M""",1.52E+00,1.50E-01,13,4.00E+00,12.0900002,5.36E+00,9.50E-01,4.00E-01,1.40E+01,3.00E+00,7,4.00E+00,12,8.00E+00,4.00E+00,2.00E+00,2.00E+00,1.00E+00,43,2.60E+01,21,1.60E+01,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,26,0.24,0.5,0.26,0.01209,0.154521901,0.156154967,0.156154967,0.283044388,0.26497221,0.26497221,1.539051532,-0.369586888,0.426985485,130.503168,87.79304029,"[-77.32083374405, 37.77916629160311]",4614
